studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Culmen_Length_mm_outlier,Culmen_Depth_mm_outlier,Flipper_Length_mm_outlier,Body_Mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio
PAL0708,21,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N73A1,Yes,2007-12-03,42.4,17.3,181.0,3600.0,Female,9.35138,-24.6879,,False,False,False,False,False,3.6,733.52,2.450867052023121,50.27777777777778
PAL0708,22,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,2007-12-03,48.5,17.5,191.0,3400.0,Male,9.42666,-24.26375,,False,False,False,False,False,3.4,848.75,2.7714285714285714,56.1764705882353
PAL0708,23,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N85A1,No,2007-11-28,43.2,16.6,187.0,2900.0,Female,9.35416,-25.01185,Nest never observed with full clutch.,False,False,False,False,False,2.9,717.1200000000001,2.602409638554217,64.48275862068965
PAL0708,24,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,2007-11-28,50.6,19.4,193.0,3800.0,Male,9.28153,-24.97134,Nest never observed with full clutch.,False,False,False,False,False,3.8,981.64,2.6082474226804124,50.78947368421053
PAL0708,25,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N89A1,No,2007-11-28,46.7,17.9,195.0,3300.0,Female,9.74144,-24.59467,Nest never observed with full clutch.,False,False,False,False,False,3.3,835.93,2.608938547486034,59.09090909090909
PAL0708,26,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N89A2,No,2007-11-28,52.0,19.0,197.0,4150.0,Male,9.36799,-24.47142,Nest never observed with full clutch.,False,False,False,False,False,4.15,988.0,2.736842105263158,47.46987951807228
PAL0809,27,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,2008-11-25,50.5,18.4,200.0,3400.0,Female,8.9399,-23.89017,Nest never observed with full clutch.,False,False,False,False,False,3.4,929.1999999999999,2.7445652173913047,58.82352941176471
PAL0809,28,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,2008-11-25,49.5,19.0,200.0,3800.0,Male,9.63074,-24.34684,Nest never observed with full clutch.,False,False,False,False,False,3.8,940.5,2.6052631578947367,52.631578947368425
PAL0809,29,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,2008-11-14,46.4,17.8,191.0,3700.0,Female,9.37369,-24.52896,,False,False,False,False,False,3.7,825.92,2.6067415730337076,51.62162162162162
PAL0809,30,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,2008-11-14,52.8,20.0,205.0,4550.0,Male,9.25177,-24.69638,,False,False,False,False,False,4.55,1056.0,2.6399999999999997,45.05494505494506
PAL0809,31,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,2008-11-24,40.9,16.6,187.0,3200.0,Female,9.08458,-24.54903,,False,False,False,False,False,3.2,678.94,2.4638554216867465,58.4375
PAL0809,32,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N63A2,Yes,2008-11-24,54.2,20.8,201.0,4300.0,Male,9.49283,-24.59996,,False,False,False,False,False,4.3,1127.3600000000001,2.605769230769231,46.74418604651163
PAL0809,33,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N65A1,Yes,2008-11-24,42.5,16.7,187.0,3350.0,Female,9.36668,-24.45195,,False,False,False,False,False,3.35,709.75,2.5449101796407185,55.82089552238806
PAL0809,34,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N65A2,Yes,2008-11-24,51.0,18.8,203.0,4100.0,Male,9.23196,-24.17282,,False,False,False,False,False,4.1,958.8000000000001,2.7127659574468086,49.51219512195122
PAL0809,35,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,2008-11-25,49.7,18.6,195.0,3600.0,Male,9.75486,-24.31198,,False,False,False,False,False,3.6,924.4200000000001,2.672043010752688,54.166666666666664
PAL0809,36,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,2008-11-25,47.5,16.8,199.0,3900.0,Female,9.07825,-25.1455,,False,False,False,False,False,3.9,798.0,2.827380952380952,51.02564102564103
PAL0809,37,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,2008-11-14,47.6,18.3,195.0,3850.0,Female,8.83502,-24.65859,,False,False,False,False,False,3.85,871.08,2.601092896174863,50.64935064935065
PAL0809,38,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,2008-11-14,52.0,20.7,210.0,4800.0,Male,9.43146,-24.6844,,False,False,False,False,False,4.8,1076.3999999999999,2.5120772946859904,43.75
PAL0809,39,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N72A1,No,2008-11-24,46.9,16.6,192.0,2700.0,Female,9.80589,-24.73735,Nest never observed with full clutch.,False,False,False,False,False,2.7,778.5400000000001,2.8253012048192767,71.1111111111111
PAL0809,40,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N72A2,No,2008-11-24,53.5,19.9,205.0,4500.0,Male,10.02544,-24.90816,Nest never observed with full clutch.,False,False,False,False,False,4.5,1064.6499999999999,2.6884422110552766,45.55555555555556
PAL0809,41,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N74A1,Yes,2008-11-24,49.0,19.5,210.0,3950.0,Male,9.53262,-24.66867,,False,False,False,False,False,3.95,955.5,2.5128205128205128,53.164556962025316
PAL0809,42,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N74A2,Yes,2008-11-24,46.2,17.5,187.0,3650.0,Female,9.61734,-24.66188,,False,False,False,False,False,3.65,808.5,2.64,51.23287671232877
PAL0809,43,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N75A1,Yes,2008-11-14,50.9,19.1,196.0,3550.0,Male,10.02372,-24.86594,,False,False,False,False,False,3.55,972.19,2.664921465968586,55.21126760563381
PAL0809,44,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N75A2,Yes,2008-11-14,45.5,17.0,196.0,3500.0,Female,9.36493,-24.66259,,False,False,False,False,False,3.5,773.5,2.676470588235294,56.0
PAL0910,45,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N86A1,Yes,2009-11-17,50.9,17.9,196.0,3675.0,Female,9.43684,-24.16566,,False,False,False,False,False,3.675,911.1099999999999,2.8435754189944134,53.333333333333336
PAL0910,46,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N86A2,Yes,2009-11-17,50.8,18.5,201.0,4450.0,Male,9.45827,-24.35575,,False,False,False,False,False,4.45,939.8,2.745945945945946,45.168539325842694
PAL0910,47,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N87A1,Yes,2009-11-27,50.1,17.9,190.0,3400.0,Female,9.46819,-24.45721,,False,False,False,False,False,3.4,896.79,2.7988826815642462,55.88235294117647
PAL0910,48,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N87A2,Yes,2009-11-27,49.0,19.6,212.0,4300.0,Male,9.34089,-24.45189,,False,False,False,False,False,4.3,960.4000000000001,2.5,49.30232558139535
PAL0910,49,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,2009-11-23,51.5,18.7,187.0,3250.0,Male,9.6895,-24.43062,,False,False,False,False,False,3.25,963.05,2.7540106951871657,57.53846153846154
PAL0910,50,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N88A2,Yes,2009-11-23,49.8,17.3,198.0,3675.0,Female,9.32169,-24.41562,,False,False,False,False,False,3.675,861.54,2.8786127167630053,53.87755102040816
PAL0910,51,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N90A1,Yes,2009-11-21,48.1,16.4,199.0,3325.0,Female,9.46929,-24.48403,,False,False,False,False,False,3.325,788.8399999999999,2.932926829268293,59.849624060150376
PAL0910,52,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N90A2,Yes,2009-11-21,51.4,19.0,201.0,3950.0,Male,9.43782,-24.36202,,False,False,False,False,False,3.95,976.6,2.705263157894737,50.88607594936709
PAL0910,53,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N92A1,Yes,2009-11-23,45.7,17.3,193.0,3600.0,Female,9.415,-24.805,,False,False,False,False,False,3.6,790.6100000000001,2.6416184971098264,53.61111111111111
PAL0910,54,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,2009-11-23,50.7,19.7,203.0,4050.0,Male,9.93727,-24.59066,,False,False,False,False,False,4.05,998.79,2.5736040609137056,50.123456790123456
PAL0910,55,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N93A1,Yes,2009-11-27,42.5,17.3,187.0,3350.0,Female,9.56534,-24.60882,,False,False,False,False,False,3.35,735.25,2.4566473988439306,55.82089552238806
PAL0910,56,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N93A2,Yes,2009-11-27,52.2,18.8,197.0,3450.0,Male,9.77528,-24.56481,,False,False,False,False,False,3.45,981.3600000000001,2.776595744680851,57.10144927536231
PAL0910,57,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N94A1,Yes,2009-11-21,45.2,16.6,191.0,3250.0,Female,9.62357,-24.78984,,False,False,False,False,False,3.25,750.3200000000002,2.7228915662650603,58.76923076923077
PAL0910,58,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N94A2,Yes,2009-11-21,49.3,19.9,203.0,4050.0,Male,9.88809,-24.59513,,False,False,False,False,False,4.05,981.0699999999998,2.477386934673367,50.123456790123456
PAL0910,59,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N95A1,Yes,2009-11-21,50.2,18.8,202.0,3800.0,Male,9.74492,-24.404,,False,False,False,False,False,3.8,943.7600000000001,2.670212765957447,53.15789473684211
PAL0910,60,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,2009-11-21,45.6,19.4,194.0,3525.0,Female,9.46985,-24.65786,,False,False,False,False,False,3.525,884.64,2.350515463917526,55.0354609929078
PAL0910,61,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N96A1,Yes,2009-11-27,51.9,19.5,206.0,3950.0,Male,,-23.78767,No delta15N data received from lab.,False,False,False,False,False,3.95,1012.05,2.6615384615384614,52.151898734177216
PAL0910,62,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N96A2,Yes,2009-11-27,46.8,16.5,189.0,3650.0,Female,9.65061,-24.48153,,False,False,False,False,False,3.65,772.1999999999999,2.836363636363636,51.78082191780822
PAL0910,63,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,2009-11-19,45.7,17.0,195.0,3650.0,Female,9.26715,-24.31912,,False,False,False,False,False,3.65,776.9000000000001,2.6882352941176473,53.42465753424658
PAL0910,64,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N98A2,Yes,2009-11-19,55.8,19.8,207.0,4000.0,Male,9.70465,-24.53494,,False,False,False,False,False,4.0,1104.84,2.818181818181818,51.75
PAL0910,65,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N99A1,No,2009-11-21,43.5,18.1,202.0,3400.0,Female,9.37608,-24.40753,Nest never observed with full clutch.,False,False,False,False,False,3.4,787.35,2.4033149171270716,59.411764705882355
PAL0910,66,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N99A2,No,2009-11-21,49.6,18.2,193.0,3775.0,Male,9.4618,-24.70615,Nest never observed with full clutch.,False,False,False,False,False,3.775,902.72,2.7252747252747254,51.12582781456954
PAL0910,67,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N100A1,Yes,2009-11-21,50.8,19.0,210.0,4100.0,Male,9.98044,-24.68741,,False,False,False,False,False,4.1,965.1999999999999,2.6736842105263157,51.21951219512196
PAL0910,68,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N100A2,Yes,2009-11-21,50.2,18.7,198.0,3775.0,Female,9.39305,-24.25255,,False,False,False,False,False,3.775,938.74,2.6844919786096257,52.450331125827816
